Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
3,2016,Craig Anderson\andercr01,34,OTT,60,60,31,23,5,161,1915,1754,0.916,2.78,4,11.6,3477,31,0.517,8,99,2.05,0,2,2,0
4,2016,Richard Bachman\bachmri01,28,VAN,1,1,1,0,0,3,31,28,0.903,3.01,0,0.1,60,0,0,0,,,0,0,0,0
5,2016,Niklas Backstrom\backsni01,37,CGY,4,3,2,2,0,13,109,96,0.881,3.35,0,0.2,233,2,0.667,1,,,0,0,0,0
6,2016,Jonathan Bernier\bernijo01,27,TOR,38,36,12,21,3,103,1114,1011,0.908,2.88,3,5.6,2147,19,0.528,8,109,-8.15,0,0,0,2
7,2016,Reto Berra\berrare01,29,COL,14,12,5,8,0,29,374,345,0.922,2.41,2,2.5,721,7,0.583,2,91,2.84,0,1,1,2
8,2016,Jean-Francois Berube\berubje02,24,NYI,7,6,3,2,1,18,210,192,0.914,2.71,0,1.2,399,4,0.667,1,,,0,0,0,0
9,2016,Jordan Binnington\binnijo01,22,STL,1,0,0,0,0,1,4,3,0.75,4.69,0,-0.1,13,0,,0,,,0,0,0,0
10,2016,Ben Bishop\bishobe01,29,TBL,61,60,35,21,4,123,1672,1549,0.926,2.06,6,12.2,3585,37,0.617,4,86,19.36,0,1,1,4
11,2016,Sergei Bobrovsky\bobrose01,27,CBJ,37,37,15,19,1,97,1049,952,0.908,2.75,1,5.3,2116,18,0.486,8,109,-7.69,0,2,2,2
12,2016,Laurent Brossoit\brossla01,22,EDM,5,5,0,4,1,18,142,124,0.873,3.61,0,0.1,300,1,0.2,2,,,0,0,0,0
13,2016,Peter Budaj\budajpe01,33,LAK,1,1,1,0,0,4,28,24,0.857,3.85,0,0,62,0,0,0,,,0,0,0,0
14,2016,Mike Condon\condomi01,25,MTL,55,51,21,25,6,141,1458,1317,0.903,2.71,1,6.6,3123,24,0.471,9,114,-16.86,0,0,0,0
15,2016,Pheonix Copley\copleph01,24,STL,1,0,0,0,0,1,6,5,0.833,2.46,0,0,24,0,,0,,,0,0,0,0
16,2016,Corey Crawford\crawfco01,31,CHI,58,58,35,18,5,131,1718,1587,0.924,2.37,7,12,3323,40,0.69,9,90,15.27,0,1,1,2
17,2016,Yann Danis\danisya01,34,NJD,2,0,0,1,0,4,18,14,0.778,4.75,0,-0.2,51,0,,0,,,0,0,0,0
18,2016,Scott Darling\darlisc01,27,CHI,29,24,12,8,4,67,784,717,0.915,2.58,1,4.6,1560,13,0.542,5,100,-0.25,0,0,0,0
19,2016,Louis Domingue\dominlo01,23,ARI,39,36,15,18,5,101,1142,1041,0.912,2.75,2,6.3,2206,20,0.556,5,104,-3.77,0,1,1,0
20,2016,Chris Driedger\driedch01,21,OTT,1,0,0,0,0,0,11,11,1,0,0,0.2,32,0,,0,,,0,0,0,0
21,2016,Devan Dubnyk\dubnyde01,29,MIN,67,66,32,26,6,150,1829,1679,0.918,2.33,5,11.5,3861,34,0.515,5,96,5.73,0,0,0,8
22,2016,Brian Elliott\elliobr01,30,STL,42,38,23,8,6,78,1113,1035,0.93,2.07,4,8.6,2261,26,0.684,6,82,16.76,0,0,0,2
23,2016,Jhonas Enroth\enrotjh01,27,LAK,16,13,7,5,1,31,398,367,0.922,2.17,2,2.7,856,8,0.615,1,91,2.89,0,0,0,0
24,2016,Marc-Andre Fleury\fleurma01,31,PIT,58,58,35,17,6,132,1665,1533,0.921,2.29,5,11,3463,33,0.569,5,93,9.76,0,1,1,2
25,2016,Anton Forsberg\forsban01,23,CBJ,4,3,1,3,0,9,97,88,0.907,3.03,0,0.5,178,1,0.333,0,,,0,0,0,0
26,2016,Christopher Gibson\gibsoch01,23,NYI,4,2,1,1,1,11,93,82,0.882,3.4,0,0.2,194,0,0,1,,,0,0,0,0
27,2016,John Gibson\gibsojo02,22,ANA,40,38,21,13,4,79,992,913,0.92,2.07,4,6.5,2295,21,0.553,3,94,5.46,0,1,1,2
28,2016,Thomas Greiss\greisth01,30,NYI,41,38,23,11,4,90,1197,1107,0.925,2.36,1,8.5,2287,22,0.579,2,88,11.92,0,1,1,2
29,2016,Philipp Grubauer\grubaph01,24,WSH,22,16,8,9,1,43,523,480,0.918,2.32,0,3.3,1111,7,0.438,2,97,1.53,0,0,0,2
30,2016,Kristers Gudlevskis\gudlekr01,23,TBL,1,1,0,0,1,1,32,31,0.969,1,0,0.4,60,1,1,0,,,0,0,0,0
31,2016,Jonas Gustavsson\gustajo01,31,BOS,24,20,11,9,1,57,622,565,0.908,2.72,1,3.2,1258,9,0.45,2,108,-4.04,0,0,0,0
32,2016,Jaroslav Halak\halakja01,30,NYI,36,36,18,13,4,80,984,904,0.919,2.3,3,6.3,2091,21,0.583,6,95,3.78,0,1,1,0
33,2016,Andrew Hammond\hammoan01,27,OTT,24,21,7,11,4,61,712,651,0.914,2.65,1,4.2,1382,13,0.619,1,101,-0.38,0,0,0,2
34,2016,Magnus Hellberg\hellbma01,24,NYR,1,0,0,0,0,2,6,4,0.667,6,0,-0.1,20,0,,0,,,0,0,0,0
35,2016,Connor Hellebuyck\helleco01,22,WPG,26,26,13,11,1,56,683,627,0.918,2.34,2,4.3,1433,14,0.538,6,96,2.15,0,0,0,0
36,2016,Jonas Hiller\hillejo01,33,CGY,26,23,9,11,1,79,654,575,0.879,3.51,1,1.1,1351,7,0.304,8,142,-23.32,0,0,0,0
37,2016,Braden Holtby\holtbbr01,26,WSH,66,66,48,9,7,141,1802,1661,0.922,2.2,3,12.1,3841,42,0.636,6,92,12.43,0,1,1,6
38,2016,Jimmy Howard\howarja02,31,DET,37,33,14,14,5,92,979,887,0.906,2.8,2,4.8,1974,16,0.485,6,110,-8.65,0,1,1,2
39,2016,Michael Hutchinson\hutchmi01,25,WPG,30,25,9,15,3,75,805,730,0.907,2.84,0,4,1586,9,0.36,3,109,-6.46,0,0,0,0
40,2016,Carter Hutton\huttoca01,30,NSH,17,15,7,5,4,38,464,426,0.918,2.33,2,2.9,979,7,0.467,1,96,1.51,0,1,1,0
41,2016,Chad Johnson\johnsch02,29,BUF,45,40,22,16,4,102,1270,1168,0.92,2.36,1,8.2,2591,23,0.575,3,94,6.13,0,2,2,0
42,2016,Martin Jones\jonesma02,26,SJS,65,65,37,23,4,143,1734,1591,0.918,2.27,6,10.8,3786,36,0.554,9,97,4.64,0,0,0,0
43,2016,Jason Kasdorf\kasdoja01,23,BUF,1,1,0,1,0,4,30,26,0.867,4,0,0,60,0,0,0,,,0,0,0,0
44,2016,Anton Khudobin\khudoan01,29,ANA,9,7,3,3,0,16,175,159,0.909,2.69,1,0.9,356,3,0.429,3,,,0,0,0,0
45,2016,Keith Kinkaid\kinkake01,26,NJD,23,20,9,9,1,58,605,547,0.904,2.81,2,2.8,1240,10,0.5,5,113,-6.49,0,0,0,2
46,2016,Joonas Korpisalo\korpijo01,21,CBJ,31,30,16,11,4,78,969,891,0.92,2.6,0,6.3,1803,16,0.533,1,95,4.5,0,0,0,2
47,2016,Darcy Kuemper\kuempda01,25,MIN,21,16,6,7,5,43,507,464,0.915,2.43,2,3,1063,8,0.5,2,100,0.17,0,0,0,2
48,2016,Eddie Lack\lacked01,28,CAR,34,31,12,14,6,90,910,820,0.901,2.81,2,3.9,1920,14,0.452,7,116,-12.52,0,2,2,0
49,2016,Robin Lehner\lehnero01,24,BUF,21,21,5,9,5,48,634,586,0.924,2.47,1,4.5,1164,13,0.619,3,89,5.98,0,1,1,8
50,2016,Kari Lehtonen\lehtoka01,32,DAL,43,39,25,10,2,105,1121,1016,0.906,2.76,2,5.5,2279,20,0.513,5,110,-9.56,0,3,3,2
51,2016,Michael Leighton\leighmi01,34,CHI,1,0,0,0,0,1,17,16,0.941,1.52,0,0.2,39,0,,0,,,0,0,0,0
52,2016,Anders Lindback\lindban01,27,ARI,19,13,5,7,1,47,443,396,0.894,3.11,0,1.5,906,5,0.385,4,125,-9.28,0,1,1,0
53,2016,Charlie Lindgren\lindgch01,22,MTL,1,1,1,0,0,2,28,26,0.929,2,0,0.2,60,1,1,0,,,0,0,0,0
54,2016,Henrik Lundqvist\lundqhe01,33,NYR,65,64,35,21,7,156,1944,1788,0.92,2.48,4,12.6,3772,39,0.609,6,94,9.52,0,4,4,4
55,2016,Roberto Luongo\luongro01,36,FLA,62,60,35,19,6,141,1801,1660,0.922,2.35,4,12.1,3602,34,0.567,8,92,12.34,0,2,2,4
56,2016,Jacob Markstrom\marksja02,26,VAN,33,30,13,14,4,84,988,904,0.915,2.73,0,5.9,1847,17,0.567,4,100,0.12,0,2,2,4
57,2016,Steve Mason\masonst01,27,PHI,54,53,23,19,10,132,1602,1470,0.918,2.51,4,10,3150,28,0.528,5,97,4.4,0,0,0,2
58,2016,Curtis McElhinney\mcelhcu01,32,CBJ,18,12,2,7,3,46,417,371,0.89,3.3,0,1.2,835,3,0.25,3,130,-10.5,0,1,1,0
59,2016,Ryan Miller\millery01,35,VAN,51,51,17,24,9,137,1634,1497,0.916,2.7,1,9.9,3043,25,0.49,2,98,2.12,0,1,1,2
60,2016,Al Montoya\montoal01,30,FLA,25,22,12,7,3,49,608,559,0.919,2.18,0,3.9,1351,14,0.636,3,95,2.77,0,0,0,2
61,2016,Petr Mrazek\mrazepe01,23,DET,54,49,27,16,6,115,1448,1333,0.921,2.33,4,9.5,2961,31,0.633,5,93,8.29,0,2,2,2
62,2016,Matt Murray\murrama02,21,PIT,13,13,9,2,1,25,355,330,0.93,2,1,2.7,749,10,0.769,0,83,5.23,0,0,0,0
63,2016,Michal Neuvirth\neuvimi01,27,PHI,32,29,18,8,4,69,908,839,0.924,2.27,3,6.4,1825,17,0.586,3,89,8.31,0,1,1,2
64,2016,Antti Niemi\niemian02,32,DAL,48,43,25,13,7,118,1246,1128,0.905,2.67,3,5.9,2654,19,0.442,8,111,-11.91,0,2,2,2
65,2016,Anders Nilsson\nilssan01,25,TOT,29,24,10,13,2,78,789,711,0.901,3.12,0,3.4,1500,11,0.458,5,116,-10.82,0,1,1,4
65,2016,Anders Nilsson\nilssan01,25,EDM,26,24,10,12,2,74,745,671,0.901,3.14,0,3.1,1413,11,0.458,5,117,-10.57,0,1,1,4
65,2016,Anders Nilsson\nilssan01,25,STL,3,0,0,1,0,4,44,40,0.909,2.75,0,0.2,87,0,,0,,,0,0,0,0
66,2016,Matt O'Connor\oconnma01,23,OTT,1,1,0,1,0,3,34,31,0.912,3.1,0,0.2,58,0,0,0,,,0,0,0,0
67,2016,Joni Ortio\ortiojo01,24,CGY,22,19,7,9,5,55,564,509,0.902,2.76,1,2.5,1196,9,0.474,3,115,-6.98,0,0,0,2
68,2016,Ondrej Pavelec\pavelon01,28,WPG,33,31,13,13,4,88,918,830,0.904,2.78,1,4.3,1899,14,0.452,6,113,-9.84,0,0,0,0
69,2016,Calvin Pickard\pickaca01,23,COL,20,13,7,6,1,42,539,497,0.922,2.56,1,3.6,985,8,0.615,1,92,3.89,0,1,1,0
70,2016,Carey Price\priceca01,28,MTL,12,12,10,2,0,24,365,341,0.934,2.06,2,3,698,8,0.667,1,77,7.08,0,0,0,0
71,2016,Jonathan Quick\quickjo01,30,LAK,68,68,40,23,5,149,1820,1671,0.918,2.22,5,11.5,4034,38,0.559,9,96,5.96,0,3,3,10
72,2016,Antti Raanta\raantan01,26,NYR,25,18,11,6,2,43,530,487,0.919,2.24,1,3.4,1145,12,0.667,4,95,2.13,0,0,0,0
73,2016,Karri Ramo\ramoka01,29,CGY,37,37,17,18,1,94,1034,940,0.909,2.63,1,5.4,2145,20,0.541,4,107,-5.96,0,1,1,0
74,2016,Tuukka Rask\rasktu01,28,BOS,64,62,31,22,8,157,1854,1697,0.915,2.56,4,11.1,3678,34,0.548,10,99,0.85,0,1,1,0
75,2016,James Reimer\reimeja01,27,TOT,40,37,17,14,7,88,1128,1040,0.922,2.31,3,7.6,2290,22,0.595,6,92,8.04,0,0,0,0
75,2016,James Reimer\reimeja01,27,TOR,32,29,11,12,7,75,920,845,0.918,2.49,0,5.8,1809,17,0.586,5,96,3.33,0,0,0,0
75,2016,James Reimer\reimeja01,27,SJS,8,8,6,2,0,13,208,195,0.938,1.62,3,1.8,481,5,0.625,1,,,0,0,0,0
76,2016,Pekka Rinne\rinnepe01,33,NSH,66,66,34,21,10,161,1744,1583,0.908,2.48,4,8.8,3895,32,0.485,11,108,-12.51,0,2,2,6
77,2016,Juuse Saros\sarosju01,20,NSH,1,1,0,1,0,3,23,20,0.87,3.1,0,0,58,0,0,0,,,0,0,0,0
78,2016,Cory Schneider\schneco01,29,NJD,58,58,27,25,6,122,1597,1475,0.924,2.15,4,11.1,3412,40,0.69,7,90,13.97,0,0,0,0
79,2016,Ben Scrivens\scrivbe01,29,MTL,15,14,5,8,0,42,447,405,0.906,3.07,0,2.2,822,4,0.286,2,110,-3.94,0,0,0,0
80,2016,Mike Smith\smithmi01,33,ARI,32,32,15,13,2,77,921,844,0.916,2.64,3,5.6,1753,16,0.5,7,98,1.42,0,1,1,2
81,2016,Garret Sparks\sparkga01,22,TOR,17,17,6,9,1,49,456,407,0.893,3.02,1,1.5,975,6,0.353,4,126,-10.18,0,0,0,0
82,2016,Alex Stalock\staloal01,28,SJS,13,9,3,5,2,33,285,252,0.884,2.94,0,0.6,674,2,0.222,5,,,0,1,1,0
83,2016,Cam Talbot\talboca01,28,EDM,56,53,21,27,5,137,1648,1511,0.917,2.55,3,10.1,3223,26,0.491,4,98,3.31,0,1,1,0
84,2016,Dustin Tokarski\tokardu01,26,MTL,6,4,1,3,0,12,98,86,0.878,3.18,0,0.1,226,1,0.25,2,,,0,0,0,0
85,2016,Niklas Treutle\treutni01,24,ARI,2,1,0,1,0,5,20,15,0.75,6.04,0,-0.3,50,0,0,1,,,0,0,0,2
86,2016,Linus Ullmark\ullmali01,22,BUF,20,20,8,10,2,49,565,516,0.913,2.6,0,3.2,1131,12,0.6,4,102,-0.89,0,0,0,0
87,2016,Semyon Varlamov\varlasi01,27,COL,57,57,27,25,3,148,1714,1566,0.914,2.81,2,9.9,3159,25,0.439,10,101,-2.07,0,0,0,6
88,2016,Andrei Vasilevskiy\vasilan02,21,TBL,24,21,11,10,0,58,646,588,0.91,2.76,1,3.5,1259,7,0.333,3,105,-3,0,0,0,0
89,2016,Cam Ward\wardca01,31,CAR,52,51,23,17,10,122,1343,1221,0.909,2.41,1,7,3038,23,0.451,7,107,-7.65,0,0,0,0
90,2016,Scott Wedgewood\wedgesc01,23,NJD,4,4,2,1,1,5,116,111,0.957,1.25,1,1.3,241,3,0.75,0,,,0,0,0,0
91,2016,Roman Will\willro01,23,COL,1,0,0,0,0,1,3,2,0.667,3.25,0,-0.1,18,0,,0,,,0,0,0,0
92,2016,Jeff Zatkoff\zatkoje01,28,PIT,14,11,4,7,1,34,408,374,0.917,2.79,0,2.5,732,7,0.636,3,98,0.74,0,0,0,0
1,2017,Jake Allen\allenja01,26,STL,61,60,33,20,5,138,1620,1482,0.915,2.42,4,9.8,3418,33,0.55,11,98,2.2,0,1,1,4
2,2017,Jorge Alves\alvesjo01,38,CAR,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0
3,2017,Frederik Andersen\anderfr01,27,TOR,66,66,33,16,14,169,2052,1883,0.918,2.67,4,13.1,3799,38,0.576,11,95,8.58,0,1,1,16
4,2017,Craig Anderson\andercr01,35,OTT,40,40,25,11,4,92,1247,1155,0.926,2.28,5,9.2,2421,25,0.625,4,85,15.92,0,1,1,0
5,2017,Richard Bachman\bachmri01,29,VAN,5,5,2,3,0,13,162,149,0.92,2.64,0,1.1,295,2,0.4,0,,,0,0,0,0
6,2017,Jonathan Bernier\bernijo01,28,ANA,39,33,21,7,4,83,982,899,0.915,2.5,2,6,1993,19,0.576,4,98,1.98,0,0,0,4
7,2017,Reto Berra\berrare01,30,FLA,7,4,0,5,0,18,145,127,0.876,3.45,0,0.2,313,0,0,2,,,0,0,0,0
8,2017,Jean-Francois Berube\berubje02,25,NYI,14,7,3,2,2,30,271,241,0.889,3.42,0,0.8,527,3,0.429,2,,,0,0,0,0
9,2017,Antoine Bibeau\bibeaan01,22,TOR,2,2,1,1,0,4,55,51,0.927,1.99,0,0.4,121,2,1,0,,,0,0,0,0
10,2017,Ben Bishop\bishobe01,30,TOT,39,37,18,15,5,94,1040,946,0.91,2.54,1,5.7,2223,19,0.514,6,104,-4,0,0,0,10
10,2017,Ben Bishop\bishobe01,30,TBL,32,31,16,12,3,77,870,793,0.911,2.55,1,4.9,1813,16,0.516,4,102,-1.71,0,0,0,8
10,2017,Ben Bishop\bishobe01,30,LAK,7,6,2,3,2,17,170,153,0.9,2.49,0,0.7,410,3,0.5,2,,,0,0,0,2
11,2017,Sergei Bobrovsky\bobrose01,28,CBJ,63,63,41,17,5,127,1854,1727,0.931,2.06,7,14.9,3707,41,0.651,5,79,33.45,0,0,0,8
12,2017,Laurent Brossoit\brossla01,23,EDM,8,4,4,1,0,11,153,142,0.928,1.99,0,1.2,332,2,0.5,0,,,0,0,0,0
13,2017,Peter Budaj\budajpe01,34,TOT,60,55,30,21,3,120,1414,1294,0.915,2.18,7,8.6,3308,32,0.582,7,98,2.37,0,1,1,0
13,2017,Peter Budaj\budajpe01,34,LAK,53,51,27,20,3,107,1286,1179,0.917,2.12,7,8.1,3029,31,0.608,7,96,4.29,0,1,1,0
13,2017,Peter Budaj\budajpe01,34,TBL,7,4,3,1,0,13,128,115,0.898,2.8,0,0.5,279,1,0.25,0,,,0,0,0,0
14,2017,Jack Campbell\campbja01,25,LAK,1,0,0,0,0,0,5,5,1,0,0,0.1,20,0,,0,,,0,0,0,0
15,2017,Eric Comrie\comrier01,21,WPG,1,1,1,0,0,4,39,35,0.897,4.05,0,0.2,59,0,0,0,,,0,0,0,0
16,2017,Mike Condon\condomi01,26,TOT,41,38,19,14,6,96,1122,1026,0.914,2.48,5,6.8,2324,19,0.5,7,99,1.1,0,0,0,4
16,2017,Mike Condon\condomi01,26,OTT,40,38,19,14,6,96,1115,1019,0.914,2.5,5,6.7,2304,19,0.5,7,99,0.49,0,0,0,4
16,2017,Mike Condon\condomi01,26,PIT,1,0,0,0,0,0,7,7,1,0,0,0.1,20,0,,0,,,0,0,0,0
17,2017,Pheonix Copley\copleph01,25,STL,1,1,0,1,0,5,29,24,0.828,5.09,0,-0.1,59,0,0,1,,,0,0,0,0
18,2017,Jared Coreau\coreaja01,25,DET,14,14,5,4,3,41,362,321,0.887,3.46,2,1,712,5,0.357,6,131,-9.67,0,0,0,0
19,2017,Corey Crawford\crawfco01,32,CHI,55,55,32,18,4,138,1691,1553,0.918,2.55,2,11,3247,29,0.527,7,94,8.34,0,1,1,2
20,2017,Scott Darling\darlisc01,28,CHI,32,27,18,5,5,67,877,810,0.924,2.38,2,6.2,1689,17,0.63,1,88,8.9,0,0,0,0
21,2017,Aaron Dell\dellaa01,27,SJS,20,17,11,6,1,37,533,496,0.931,2,1,4.2,1111,12,0.706,1,80,9.13,0,0,0,0
22,2017,Louis Domingue\dominlo01,24,ARI,31,26,11,15,1,82,888,806,0.908,3.08,0,4.6,1599,12,0.462,4,107,-5.15,0,0,0,0
23,2017,Chris Driedger\driedch01,22,OTT,1,0,0,1,0,4,15,11,0.733,6,0,-0.2,40,0,,0,,,0,0,0,0
24,2017,Devan Dubnyk\dubnyde01,30,MIN,65,63,40,19,5,141,1842,1701,0.923,2.25,5,13.1,3758,39,0.619,7,88,18.41,0,0,0,10
25,2017,Brian Elliott\elliobr01,31,CGY,49,45,26,18,3,121,1338,1217,0.91,2.55,2,7.3,2844,26,0.578,4,104,-5.21,0,0,0,4
26,2017,Jhonas Enroth\enrotjh01,28,TOR,6,4,0,3,1,18,141,123,0.872,3.94,0,0.2,274,0,0,0,,,0,0,0,0
27,2017,Marc-Andre Fleury\fleurma01,32,PIT,38,34,18,10,7,107,1181,1074,0.909,3.02,1,6.4,2125,16,0.471,5,105,-4.8,0,0,0,6
28,2017,Anton Forsberg\forsban01,24,CBJ,1,1,0,1,0,4,27,23,0.852,4.1,0,0,59,0,0,0,,,0,0,0,0
29,2017,John Gibson\gibsojo02,23,ANA,52,49,25,16,9,109,1437,1328,0.924,2.22,6,10.3,2950,28,0.571,7,88,15.36,0,1,1,4
30,2017,Jon Gillies\gillijo01,23,CGY,1,1,1,0,0,1,28,27,0.964,1,0,0.3,60,1,1,0,,,0,0,0,0
31,2017,Thomas Greiss\greisth01,31,NYI,51,49,26,18,5,126,1453,1327,0.913,2.69,3,8.6,2813,30,0.612,11,100,-0.26,0,1,1,0
32,2017,Philipp Grubauer\grubaph01,25,WSH,24,19,13,6,2,43,585,542,0.926,2.04,3,4.4,1265,13,0.684,1,85,7.63,0,0,0,0
33,2017,Kristers Gudlevskis\gudlekr01,24,TBL,1,0,0,0,0,0,3,3,1,0,0,0,11,0,,0,,,0,0,0,0
34,2017,Jonas Gustavsson\gustajo01,32,EDM,7,5,1,3,1,17,139,122,0.878,3.1,0,0.2,329,2,0.4,3,,,0,0,0,0
35,2017,Jaroslav Halak\halakja01,31,NYI,28,26,12,9,5,75,885,810,0.915,2.8,2,5.4,1605,14,0.538,3,98,1.59,0,1,1,0
36,2017,Andrew Hammond\hammoan01,28,OTT,6,4,0,2,0,14,86,72,0.837,4.08,0,-0.3,206,1,0.25,3,,,0,0,0,0
37,2017,Magnus Hellberg\hellbma01,25,NYR,2,1,1,0,0,2,28,26,0.929,1.53,0,0.2,79,1,1,0,,,0,0,0,0
38,2017,Connor Hellebuyck\helleco01,23,WPG,56,53,26,19,4,146,1572,1426,0.907,2.89,4,8.1,3034,25,0.472,9,107,-9.96,0,0,0,0
39,2017,Braden Holtby\holtbbr01,27,WSH,63,63,42,13,6,127,1690,1563,0.925,2.07,9,12.3,3680,39,0.619,8,87,19.25,0,0,0,0
40,2017,Jimmy Howard\howarja02,32,DET,26,24,10,11,1,49,675,626,0.927,2.1,1,5.1,1397,16,0.667,4,84,9.42,0,0,0,2
41,2017,Michael Hutchinson\hutchmi01,26,WPG,28,20,9,12,3,67,690,623,0.903,2.92,1,3.2,1378,8,0.4,1,112,-7.29,0,0,0,0
42,2017,Carter Hutton\huttoca01,31,STL,30,21,13,8,2,58,663,605,0.913,2.39,4,3.8,1459,11,0.524,3,101,-0.62,0,1,1,4
43,2017,Tristan Jarry\jarrytr01,21,PIT,1,1,0,1,0,3,25,22,0.88,3.06,0,0,59,0,0,0,,,0,0,0,0
44,2017,Chad Johnson\johnsch02,30,CGY,36,36,18,15,1,87,969,882,0.91,2.59,3,5.4,2013,18,0.5,7,104,-3.14,0,0,0,0
45,2017,Martin Jones\jonesma02,27,SJS,65,65,35,23,6,152,1725,1573,0.912,2.4,2,9.9,3800,39,0.6,8,102,-2.72,0,0,0,0
46,2017,Anton Khudobin\khudoan01,30,BOS,16,14,7,6,1,39,405,366,0.904,2.64,0,1.9,885,5,0.357,2,111,-3.95,0,1,1,2
47,2017,Keith Kinkaid\kinkake01,27,NJD,26,23,8,13,3,65,778,713,0.916,2.64,1,4.9,1476,12,0.522,4,97,2.33,0,1,1,0
48,2017,Joonas Korpisalo\korpijo01,22,CBJ,14,13,7,5,1,38,401,363,0.905,2.88,1,2,791,6,0.462,2,110,-3.3,0,0,0,0
49,2017,Darcy Kuemper\kuempda01,26,MIN,18,17,8,5,3,55,562,507,0.902,3.13,0,2.6,1053,5,0.294,3,113,-6.36,0,1,1,4
50,2017,Eddie Lack\lacked01,29,CAR,20,18,8,7,3,48,492,444,0.902,2.64,1,2.3,1090,9,0.5,3,113,-5.42,0,0,0,0
51,2017,Marek Langhamer\langhma01,22,ARI,1,0,0,0,0,1,8,7,0.875,3.87,0,0,16,0,,0,,,0,0,0,0
52,2017,Robin Lehner\lehnero01,25,BUF,59,58,23,26,8,152,1910,1758,0.92,2.68,2,12.9,3405,32,0.552,6,92,13.29,0,1,1,6
53,2017,Kari Lehtonen\lehtoka01,33,DAL,59,52,22,25,7,151,1546,1395,0.902,2.85,3,7.1,3177,27,0.519,12,113,-17.21,0,1,1,4
54,2017,Michael Leighton\leighmi01,35,CAR,4,3,2,2,0,12,92,80,0.87,3.42,0,0.1,210,1,0.333,1,,,0,1,1,0
55,2017,Charlie Lindgren\lindgch01,23,MTL,2,2,2,0,0,3,59,56,0.949,1.48,0,0.6,122,2,1,0,,,0,0,0,0
56,2017,Henrik Lundqvist\lundqhe01,34,NYR,57,55,31,20,4,148,1650,1502,0.91,2.74,2,9.1,3240,32,0.582,8,104,-5.21,0,1,1,0
57,2017,Roberto Luongo\luongro01,37,FLA,40,39,17,15,6,104,1217,1113,0.915,2.68,1,7.4,2327,21,0.538,1,99,1.32,0,1,1,4
58,2017,Jacob Markstrom\marksja02,27,VAN,26,23,10,11,3,62,692,630,0.91,2.63,0,3.8,1417,12,0.522,2,104,-2.11,0,0,0,2
59,2017,Spencer Martin\martisp01,21,COL,3,3,0,2,1,13,96,83,0.865,4.35,0,0,179,0,0,1,,,0,0,0,0
60,2017,Steve Mason\masonst01,28,PHI,58,54,26,21,8,143,1556,1413,0.908,2.66,3,8.2,3225,26,0.481,11,106,-8.34,0,1,1,0
61,2017,Marek Mazanec\mazanma01,25,NSH,4,2,0,2,0,14,87,73,0.839,4.73,0,-0.2,178,0,0,2,,,0,1,1,0
62,2017,Curtis McElhinney\mcelhcu01,33,TOT,21,15,8,8,2,51,616,565,0.917,2.7,1,3.9,1135,9,0.6,0,96,2.31,0,0,0,0
62,2017,Curtis McElhinney\mcelhcu01,33,TOR,14,10,6,7,0,36,418,382,0.914,2.85,1,2.5,759,6,0.6,0,100,0.17,0,0,0,0
62,2017,Curtis McElhinney\mcelhcu01,33,CBJ,7,5,2,1,2,15,198,183,0.924,2.39,0,1.4,376,3,0.6,0,,,0,0,0,0
63,2017,Zane McIntyre\mcintza01,24,BOS,8,3,0,4,1,22,155,133,0.858,3.97,0,-0.1,333,0,0,1,,,0,0,0,0
64,2017,Ryan Miller\millery01,36,VAN,54,54,18,29,6,150,1737,1587,0.914,2.8,3,10.3,3212,26,0.481,7,100,0.32,0,1,1,22
65,2017,Al Montoya\montoal01,31,MTL,19,18,8,6,4,50,569,519,0.912,2.67,2,3.3,1125,12,0.667,2,102,-0.76,0,2,2,2
66,2017,Petr Mrazek\mrazepe01,24,DET,50,44,18,21,9,145,1462,1317,0.901,3.04,1,6.5,2858,19,0.432,9,115,-18.48,0,0,0,2
67,2017,Matt Murray\murrama02,22,PIT,49,47,32,10,4,111,1450,1339,0.923,2.41,4,10.3,2766,26,0.553,4,88,14.48,0,2,2,0
68,2017,Alex Nedeljkovic\nedelal01,21,CAR,1,0,0,0,0,0,17,17,1,0,0,0.3,30,0,,0,,,0,0,0,2
69,2017,Michal Neuvirth\neuvimi01,28,PHI,28,24,11,11,1,64,586,522,0.891,2.82,0,1.9,1364,10,0.417,4,126,-13.29,0,0,0,2
70,2017,Antti Niemi\niemian02,33,DAL,37,30,12,12,4,95,880,785,0.892,3.3,0,3,1729,14,0.467,7,125,-18.84,0,0,0,0
71,2017,Anders Nilsson\nilssan01,26,BUF,26,23,10,10,4,66,857,791,0.923,2.67,1,6,1484,11,0.478,2,89,8.17,0,0,0,0
72,2017,Ondrej Pavelec\pavelon01,29,WPG,8,8,4,4,0,26,233,207,0.888,3.55,0,0.7,440,2,0.25,2,,,0,0,0,0
73,2017,Justin Peters\peterju01,30,ARI,3,1,0,1,0,7,70,63,0.9,3.16,0,0.3,133,0,0,0,,,0,0,0,0
74,2017,Calvin Pickard\pickaca01,24,COL,50,48,15,31,2,140,1461,1321,0.904,2.98,2,7.1,2820,21,0.438,11,111,-13.56,0,2,2,2
